requirement_id,source_section,requirement,implementation_path,verification_command,evidence_path,status,blocker
R49.006,requirements.md §49,多期发展韧性动态评价,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.007,requirements.md §49,Scene,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.008,requirements.md §49,DEM,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.009,requirements.md §49,Sea Level Screening,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.010,requirements.md §49,Potential Inundation,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.011,requirements.md §49,Population / Land Use Overlay,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.012,requirements.md §49,Management Unit Statistics,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.013,requirements.md §49,Result,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.014,requirements.md §49,Indicators,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.015,requirements.md §49,Normalization,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.016,requirements.md §49,Weight,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.017,requirements.md §49,Composite Evaluation,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.018,requirements.md §49,Spatial Unit Result,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.019,requirements.md §49,Map,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.020,requirements.md §49,T1,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.021,requirements.md §49,T2,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.022,requirements.md §49,T3,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.023,requirements.md §49,Indicator Engine,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.024,requirements.md §49,Composite Score,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.025,requirements.md §49,Change,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.026,requirements.md §49,Trend,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R49.027,requirements.md §49,Spatial Comparison,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.000,requirements.md §50,第一个真正体现两个“器”的完整示范,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.001,requirements.md §50,分析研究区在0.5米海平面上升情景下，,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.002,requirements.md §50,潜在淹没范围及其对人口和土地利用的影响，,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.003,requirements.md §50,并按管理单元统计。,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.004,requirements.md §50,1. 解析目标,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.005,requirements.md §50,2. 拆解任务,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.006,requirements.md §50,3. 找到：,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.007,requirements.md §50,DEM,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.008,requirements.md §50,海平面场景,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.009,requirements.md §50,人口,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.010,requirements.md §50,土地利用,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.011,requirements.md §50,管理单元,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.012,requirements.md §50,4. 找到：,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.013,requirements.md §50,SeaLevelScreening,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.014,requirements.md §50,Overlay,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.015,requirements.md §50,ZonalStatistics,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.016,requirements.md §50,5. 生成Workflow,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.017,requirements.md §50,6. 校验单位、CRS、变量,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.018,requirements.md §50,7. 生成BindingPlan,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.019,requirements.md §50,8. 运行,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.020,requirements.md §50,9. 生成地图和表格,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.021,requirements.md §50,10. 保存RunManifest,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.022,requirements.md §50,11. 保存ResultManifest,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R50.023,requirements.md §50,12. 展示Provenance,src/coastmas/domain/coastal_catalog.py;src/coastmas/domain/builtin_catalog.py;src/coastmas/core/execution.py,.venv/bin/python -m pytest tests/integration/test_builtin_coastal.py tests/integration/test_builtin_assessment.py -q,artifacts/evidence/20260920T101645146099Z-coastal-dag-full.json,NOT_RUN,三场景真实计算 DAG 已通过；完整规划/API/worker/UI 场景统一验收尚未执行
R51.000,requirements.md §51,权限,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.001,requirements.md §51,ADMIN,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.002,requirements.md §51,RESEARCHER,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.003,requirements.md §51,MANAGER,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.004,requirements.md §51,VIEWER,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.005,requirements.md §51,model,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.006,requirements.md §51,data,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.007,requirements.md §51,scene,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.008,requirements.md §51,workflow,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.009,requirements.md §51,job,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.010,requirements.md §51,result,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R51.011,requirements.md §51,publish,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R52.000,requirements.md §52,审计,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R52.001,requirements.md §52,audit_logs,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R52.002,requirements.md §52,who,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R52.003,requirements.md §52,when,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R52.004,requirements.md §52,action,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R52.005,requirements.md §52,resource,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R52.006,requirements.md §52,old_value,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R52.007,requirements.md §52,new_value,src/coastmas/persistence/,make test,,NOT_RUN,尚未实现或验证
R53.000,requirements.md §53,科研可复现要求,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R53.001,requirements.md §53,random_seed,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R53.002,requirements.md §53,code version,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R53.003,requirements.md §53,model version,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R53.004,requirements.md §53,data version,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R53.005,requirements.md §53,parameter,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R53.006,requirements.md §53,environment,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.000,requirements.md §54,错误处理,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.001,requirements.md §54,catch(Exception),docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.002,requirements.md §54,然后返回“未知错误”,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.003,requirements.md §54,ValidationError,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.004,requirements.md §54,DataError,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.005,requirements.md §54,ModelError,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.006,requirements.md §54,ExecutionError,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.007,requirements.md §54,BindingError,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.008,requirements.md §54,ConstraintError,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R54.009,requirements.md §54,AuthorizationError,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.000,requirements.md §55,安全,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.001,requirements.md §55,password hashing,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.002,requirements.md §55,JWT/session security,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.003,requirements.md §55,RBAC,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.004,requirements.md §55,upload validation,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.005,requirements.md §55,path traversal prevention,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.006,requirements.md §55,safe subprocess,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.007,requirements.md §55,container isolation,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.008,requirements.md §55,SQL injection prevention,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.009,requirements.md §55,XSS prevention,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R55.010,requirements.md §55,API validation,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R56.000,requirements.md §56,性能,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R56.001,requirements.md §56,P95 < 500 ms,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R56.002,requirements.md §56,P95 < 1 s,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R56.003,requirements.md §56,HTTP同步等待几十分钟,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R57.000,requirements.md §57,前端专业性,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R57.001,requirements.md §57,专业GIS / 数据分析工作台,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R58.000,requirements.md §58,自动测试,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R58.001,requirements.md §58,unit tests,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R58.002,requirements.md §58,integration tests,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R58.003,requirements.md §58,API tests,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R58.004,requirements.md §58,workflow tests,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R58.005,requirements.md §58,binding tests,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R58.006,requirements.md §58,model adapter tests,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R58.007,requirements.md §58,component tests,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R58.008,requirements.md §58,critical interaction tests,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R58.009,requirements.md §58,Playwright,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.000,requirements.md §59,必测错误场景,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.001,requirements.md §59,缺数据,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.002,requirements.md §59,单位不兼容,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.003,requirements.md §59,CRS不一致,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.004,requirements.md §59,CRS缺失,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.005,requirements.md §59,参数越界,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.006,requirements.md §59,模型不存在,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.007,requirements.md §59,模型不可执行,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.008,requirements.md §59,Workflow断链,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.009,requirements.md §59,Workflow循环,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.010,requirements.md §59,任务失败,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.011,requirements.md §59,任务取消,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.012,requirements.md §59,结果版本,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R59.013,requirements.md §59,权限不足,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R60.000,requirements.md §60,E2E验收,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R60.001,requirements.md §60,Login,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R60.002,requirements.md §60,Create Scene,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R60.003,requirements.md §60,Select AOI,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R60.004,requirements.md §60,Select Demo Data,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R60.005,requirements.md §60,Enter Natural Language Goal,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R60.006,requirements.md §60,Generate Workflow,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
